normalized_part_number,bucket,member_count,distinct_real_canonical_ids,canonical_ids,skus
160903,multiple_real,2,2,103905|174006,22120104|VT-33-2026
SPC012,multiple_real,2,2,117592|157840,24040048|VT-37-0462
JGI1705305X,multiple_real,2,2,94110|168126,09341595|VT-15-1340
JGI6056790F,multiple_real,2,2,94123|168149,09342120|VT-15-1421
BA072010,multiple_real,2,2,121196|138979,22120892|WPS-28-61050
78500,multiple_real,2,2,161570|168360,VT-47-0372|VT-15-8500
BA053001,multiple_real,2,2,121203|133784,22120788|WPS-28-61007
BA053111,multiple_real,2,2,121204|134549,22120815|WPS-28-61009
BA051221,multiple_real,2,2,121209|132005,22110171|WPS-27-5798S
BA050907,multiple_real,2,2,121210|132579,22100496|WPS-28-61013
70008,multiple_real,2,2,113656|177263,24040633|VT-45-0336
466002,multiple_real,4,3,157242|157041|116003,VT-35-1889|VT-35-1068|WPS-22-66002|10500451
310010,multiple_real,2,2,105987|141660,310010|VT-10-0030
PCC128,multiple_real,2,2,95971|169697,12040129|VT-20-0479
PS750,multiple_real,2,2,95989|146533,22145003|VT-19-0569
DEI2113EB,multiple_real,2,2,101672|133588,14010986|WPS-827-05060
PCC136118,multiple_real,2,2,116364|169745,12040119|VT-20-4004
86265,multiple_real,2,2,103964|170518,17310416|VT-23-1825
102028,multiple_real,3,3,118750|153956|138436,21020213|VT-32-7573|WPS-820-60405
120012,multiple_real,4,4,121165|125882|173739|95281,120012|WPS-12-0012|VT-33-0504|04030176
2020920,multiple_real,2,2,99735|139943,09262947|WPS-191-17035
BDLSPC13320,multiple_real,2,2,103823|169719,12040053|VT-20-0787
2076,multiple_real,2,2,105015|129555,09240239|WPS-811-02076
191319,multiple_real,3,3,110432|131620|146553,12102670|WPS-820-54693|VT-19-0607
C9147,multiple_real,3,2,117654|128356,09341207|WPS-68-9147|VT-15-1514
MC200,multiple_real,2,2,93564|160061,WPS-62-5110|VT-41-1036
202130C,multiple_real,3,3,121028|142847|126395,09260717|VT-11-1188|WPS-191-57029C
50820,one_real_rest_null,2,1,115702,10102701|WPS-194-50820
JGI11377K,multiple_real,2,2,144472|109587,VT-15-1273|09350107
BA077400,multiple_real,2,2,99838|139912,22120905|WPS-28-61020
JGI1705405,multiple_real,2,2,105206|144534,09341718|VT-15-1353
20309,multiple_real,2,2,149242|133497,VT-25-0052|WPS-830-0315
77598,multiple_real,2,2,123376|144376,08210991|VT-15-0538
103070TIN,multiple_real,2,2,99082|136798,06040238|WPS-812-52400
NTI45TRI,multiple_real,2,2,138805|123468,WPS-850-09231|20500504
NU3413,multiple_real,2,2,114745|155905,DS289504|VT-34-0905
H070592,multiple_real,2,2,107401|171402,06100794|VT-26-0952
EV180,multiple_real,2,2,146858|116398,VT-20-0930|DS360404
C6132T,multiple_real,2,2,120387|130881,24010288|WPS-830-1065
JGI1703140,multiple_real,2,2,92192|168071,DS173367|VT-15-1182
105420,multiple_real,2,2,123710|136401,04040626|WPS-812-52320
C8041T,multiple_real,2,2,130875|99105,WPS-830-1060|24010294
H070591,multiple_real,2,2,98607|149845,06100790|VT-26-0325
986924,multiple_real,2,2,115762|132152,19133009|WPS-830-1194
NMLRT01,multiple_real,2,2,135382|145327,WPS-850-08125|VT-16-1618
600034AK,multiple_real,2,2,156556|130029,VT-34-6023|WPS-820-0813
78276,multiple_real,2,2,159529|144805,VT-40-0051|VT-15-8276
NMCON04P,multiple_real,2,2,137153|92039,WPS-850-08213|21201210
83445,multiple_real,2,2,118203|170628,17010180|VT-23-3051
9042,multiple_real,2,2,113214|169939,22120610|VT-23-9142
JGI3303041,multiple_real,2,2,92193|144568,DS173370|VT-15-1418
A3414036,multiple_real,2,2,94018|168692,DS194214|VT-17-0135
6311CRK,multiple_real,2,2,99818|133699,07050033|WPS-274-0503
258120,multiple_real,2,2,93169|169101,DS199403|VT-17-8120
102110TIN,multiple_real,2,2,137320|123807,WPS-812-02115|06401670
A10998,multiple_real,2,2,91485|166625,11320286|VT-12-0951
ND15497399,multiple_real,2,2,113065|137155,21201212|WPS-850-08215
6521,one_real_rest_null,2,1,111852,WPS-82-96349|18011302
6478B,one_real_rest_null,2,1,111773,WPS-82-96397|18002293
1023030024,multiple_real,2,2,90968|157584,DS223987|VT-36-1504
61022,multiple_real,2,2,116867|161206,16201482|VT-45-0109
110015,multiple_real,2,2,174712|159513,VT-36-0408|VT-40-0015
NTBWX12,multiple_real,2,2,112907|153208,21200246|VT-32-1206
76782,multiple_real,2,2,98728|170379,08020530|VT-23-0969
76388,multiple_real,3,3,101497|118473|154473,08020325|20300172|VT-33-0460
78138,multiple_real,2,2,169318|114206,VT-17-9989|DS189967
352116,multiple_real,2,2,175789|113512,VT-37-9534|24010696
DSK61,multiple_real,3,2,117846|153084,DSK61|WPS-133-3003|VT-32-0801
6311CRL,multiple_real,2,2,124215|133703,21070000|WPS-274-0508
112339P,multiple_real,2,2,125282|156646,10030196|VT-35-0150
193090,multiple_real,2,2,118251|146871,12010105|VT-20-3090
204329C,multiple_real,2,2,109330|126448,09262031|WPS-191-57064C
2021018K,multiple_real,2,2,121098|132656,09263019|WPS-191-17045
IN250,multiple_real,2,2,146860|116410,VT-20-0935|DS360424
H070591SMB,multiple_real,2,2,107511|149912,06102311|VT-26-0978
62072RS,multiple_real,2,2,91417|143855,11060010|VT-12-0587
IN750,multiple_real,2,2,146861|116414,VT-20-0937|DS360426
77002,multiple_real,2,2,152388|134301,VT-31-0845|WPS-276-02080
102032,multiple_real,2,2,112630|153023,21020219|VT-32-0514
V30HTCHH,one_real_rest_null,2,1,101650,06303424|WPS-206-40118
120009,multiple_real,2,2,130229|125879,WPS-820-50530|WPS-12-0009
70289,multiple_real,2,2,153751|168897,VT-32-3093|VT-17-0900
40353,multiple_real,2,2,96436|165300,20101497|VT-73-353
105410G,multiple_real,2,2,106653|136400,04040625|WPS-812-52319
105420G,multiple_real,2,2,123740|136403,04040628|WPS-812-52322
81000,multiple_real,2,2,94835|119204,10102102|07100281
A6750,multiple_real,2,2,110179|141962,11060021|VT-10-1257
102120TIN,multiple_real,2,2,101718|137322,06401673|WPS-812-02120
70263,multiple_real,2,2,115603|158232,21070303|VT-37-7032
102100,multiple_real,2,2,101747|137315,06401665|WPS-812-02110
2021045,multiple_real,3,3,134632|142805|121017,WPS-191-58016|VT-11-1101|24011107
GB053170,one_real_rest_null,2,1,94055,17220973|WPS-17-53170
030026B,multiple_real,2,2,108294|175906,07030431|VT-38-0539
190388,multiple_real,2,2,104137|176471,78050076|VT-42-0453
78112,multiple_real,2,2,110698|153309,14050085|VT-32-1402
291321,multiple_real,2,2,110851|169912,16021508|VT-21-1344
C320431B,multiple_real,2,2,104305|171733,05100216|VT-27-1032
C770078,multiple_real,2,2,110782|163392,15100157|VT-50-1210
080070,multiple_real,2,2,145344|127940,VT-16-1729|WPS-57-8070
40375,multiple_real,2,2,109879|165315,10102896|VT-73-375
3303176E,multiple_real,2,2,120613|145925,DS174296|VT-17-6009
286113,multiple_real,2,2,98523|144166,08200010|VT-13-9236
H070593N,multiple_real,2,2,119515|171414,06102321|VT-26-0970
78658,multiple_real,2,2,144280|155213,VT-14-8658|VT-33-1943
76712,multiple_real,2,2,123294|159349,08010765|VT-39-0730
NHCXMB15,multiple_real,2,2,112916|153825,21200224|VT-32-6655
C9976,multiple_real,2,2,103468|144554,09341662|VT-15-1375
202120C,multiple_real,3,3,99679|126428|142840,09260716|WPS-191-57051C|VT-11-1182
A2465887,multiple_real,2,2,95575|179285,09240267|VT-10-1283
102120,multiple_real,2,2,107925|137321,06401671|WPS-812-02116
420107,multiple_real,2,2,94006|103220,02130559|16230560
96781,multiple_real,2,2,175497|134334,VT-37-6781|WPS-820-54495
JGI11133FLH,multiple_real,2,2,120866|144214,DS194486|VT-14-0669
H0707802,multiple_real,2,2,119363|171477,06100586|VT-26-2220
7812,multiple_real,2,2,171940|176758,VT-28-0150|VT-43-0233
H0707891,multiple_real,2,2,93368|150061,06101872|VT-26-2239
JGI1677648XF,multiple_real,2,2,99395|144575,09343141|VT-15-1440
1013040009,multiple_real,2,2,95474|174758,DS223911|VT-36-0709
17923,multiple_real,2,2,111726|173586,18000448|VT-32-9060
6291CH,multiple_real,2,2,101993|157377,DS390213|VT-35-9094
202050M,multiple_real,2,2,109336|143242,09262282|VT-11-2326
7061,multiple_real,3,3,99014|129578|178620,09320024|WPS-811-07061|VT-54-0410
84517,multiple_real,2,2,111190|170100,17020124|VT-23-0276
JGI6054706F,multiple_real,2,2,94113|168146,09341626|VT-15-1417
F510645M,multiple_real,2,2,112348|141130,20400587|WPS-820-0401
76244,multiple_real,2,2,155693|101501,VT-34-0394|08020520
JGI1747538,multiple_real,2,2,92268|167355,DS174414|VT-14-0620
JGI3774167K,multiple_real,2,2,94279|168103,DS174456|VT-15-1238
334249,multiple_real,2,2,109431|144052,09320128|VT-12-9909
901914,multiple_real,2,2,125275|120171,09344753|06016154
73100,multiple_real,2,2,95233|177314,21020483|VT-46-0117
B160723MB,multiple_real,2,2,111176|170598,17010696|VT-23-2353
200210,multiple_real,2,2,123758|131765,DS189140|WPS-812-02040
212267,multiple_real,2,2,115336|142143,09250293|VT-10-2267
3532238,multiple_real,2,2,99249|179187,DS194252|VT-10-0738
NU3412,multiple_real,2,2,174179|94681,VT-34-0904|DS289502
JGI2541699KT,multiple_real,2,2,99377|144560,11050038|VT-15-1384
76969,multiple_real,2,2,123273|144956,08010845|VT-16-0118
79067,multiple_real,2,2,98605|178042,08050028|VT-50-0353
2024450,multiple_real,2,2,121016|152553,35500438|VT-31-1582
2021021,multiple_real,3,3,105370|132660|142870,09262957|WPS-191-57071|VT-11-1221
420100,multiple_real,3,3,104812|166732|95713,11060081|VT-12-1305|16230555
77412,multiple_real,2,2,144683|163094,VT-15-7412|VT-49-4133
2041951,multiple_real,2,2,105380|143567,09260782|VT-11-6016
NHD69200722,multiple_real,3,2,122375|173334,21200894|WPS-850-08792|VT-32-5060
BA053011,multiple_real,2,2,105440|133783,22120789|WPS-28-61006
SPC023,multiple_real,2,2,117144|157844,24040055|VT-37-0466
NHD7023304A,multiple_real,2,2,113067|173312,21201237|VT-32-2228
301711,multiple_real,2,2,109620|160386,09401179|VT-42-1082
258080,multiple_real,2,2,94777|169094,DS199402|VT-17-8080
V30HTCBZ,one_real_rest_null,3,1,101658,06303422|WPS-206-40101|WPS-206-40116
A2498300,multiple_real,2,2,91544|166404,09500224|VT-12-0392
251366,multiple_real,2,2,92078|140291,A251366|WPS-22-51366
77685,multiple_real,2,2,152505|152506,VT-31-1351|VT-31-1353
291137,multiple_real,2,2,119498|132265,05100378|WPS-820-0542
DC81,multiple_real,2,2,114083|154024,DC81|VT-32-8086
3073010013,multiple_real,2,2,95809|146258,DS223472|VT-18-3695
JGI2707778,multiple_real,2,2,94247|168030,DS174492|VT-15-1086
302,multiple_real,2,2,114103|176785,DS098302|VT-43-0359
354128,multiple_real,2,2,97685|150438,16201333|VT-27-1009
C9690,multiple_real,2,2,103555|144353,DS172088|VT-15-0477
110069,multiple_real,2,2,119958|127831,17416847|WPS-57-10069
H070592SMB,multiple_real,2,2,107512|150000,06102315|VT-26-1049
JGI1702970A,multiple_real,2,2,92196|94173,DS173323|VT-15-0803
JGI1702848,multiple_real,2,2,94212|167867,DS173326|VT-15-0801
20351,multiple_real,2,2,115706|177267,04150038|VT-45-0409
JGI4573348,multiple_real,2,2,94213|167383,DS173348|VT-14-0651
JGI1863348D,multiple_real,2,2,105237|167926,DS173376|VT-15-0926
6331CH,multiple_real,2,2,101996|156768,DS390285|VT-35-0420
JGI3303170,multiple_real,2,2,92204|167883,DS173418|VT-15-0836
208650,multiple_real,2,2,92519|169118,DS199417|VT-17-8501
JGI6386906,multiple_real,2,2,99354|144474,09341197|VT-15-1275
A35327SET,multiple_real,2,2,92424|145770,DS194184|VT-17-1132
JGI2707778X,multiple_real,2,2,94183|168053,DS173446|VT-15-1144
JGI2905988X,multiple_real,2,2,99472|168055,DS173441|VT-15-1147
81190,one_real_rest_null,2,1,174674,WPS-820-51515|VT-35-9356
JGI1795548,multiple_real,2,2,99473|168051,DS173468|VT-15-1138
H070595MB,multiple_real,2,2,119501|149781,06101954|VT-26-0005
C770100GB,multiple_real,2,2,91554|175414,15100319|VT-37-1159
120021,multiple_real,2,2,110398|115830,120021|04030183
JGI3565279X,multiple_real,2,2,92228|168084,DS174133|VT-15-1207
D110298,multiple_real,2,2,97521|141135,11070324|WPS-820-2629
PV31504,one_real_rest_null,2,1,103595,WPS-133-4033|10204288
1091,multiple_real,2,2,137114|91146,WPS-85-01091|09251058
JGI2699586A,multiple_real,2,2,92254|167359,DS174368|VT-14-0624
K1606,multiple_real,2,2,143713|102950,VT-11-9726|K1606
JGI1677385T,multiple_real,2,2,94274|168028,DS174404|VT-15-1083
A4329182,multiple_real,2,2,92488|177222,DS195413|VT-44-2028
JGI3132180,multiple_real,2,2,92282|167951,DS174442|VT-15-0966
JGI1735386,multiple_real,2,2,92288|94267,DS174483|VT-15-0991
JGI6583468X,multiple_real,2,2,94252|168022,DS174746|VT-15-1073
JGI1677648,multiple_real,2,2,93552|167960,DS174410|VT-15-0986
1013040014,multiple_real,2,2,92825|157676,DS223917|VT-36-2506
A2558293,multiple_real,2,2,91123|179393,09240275|VT-10-8536
JGI3495575,multiple_real,2,2,92219|167917,DS174015|VT-15-0912
JGI3680187A,multiple_real,2,2,92257|168013,DS174372|VT-15-1051
JGI3602536,multiple_real,2,2,92315|168011,DS174899|VT-15-1049
JGI1677066X,multiple_real,2,2,92327|167984,DS174911|VT-15-1011
JGI1677385,multiple_real,2,2,114174|168027,DS174912|VT-15-1082
JGI3490179,multiple_real,2,2,92323|167915,DS174958|VT-15-0909
JGI6054036K,multiple_real,2,2,120828|167886,DS174968|VT-15-0844
JGI1703438,multiple_real,2,2,99464|167875,DS174975|VT-15-0820
C8014,multiple_real,2,2,92399|175656,DS193860|VT-37-8985
13401,multiple_real,2,2,115951|159165,06400490|VT-39-0108
579H.CT,multiple_real,2,2,102428|148220,17211760|VT-23-1785
JGI3303185,multiple_real,2,2,92188|167884,DS173243|VT-15-0841
A10991,multiple_real,2,2,93959|166731,11060082|VT-12-1304
47219,multiple_real,2,2,122800|125759,17411682|18000752
JGI1735584A,multiple_real,2,2,99487|167969,DS174411|VT-15-0996
JGI12051,multiple_real,2,2,99461|167352,DS174342|VT-14-0617
G320323,multiple_real,2,2,91495|171737,12020069|VT-27-1115
92134,multiple_real,2,2,103423|141293,DS193768|WPS-830-1128
2400156,multiple_real,2,2,92401|179377,DS194073|VT-10-8362
A11046,multiple_real,2,2,90927|166635,DS188027|VT-12-0961
2020700C,multiple_real,3,3,121035|126372|142790,09262015|WPS-191-57011C|VT-11-1063
A2555336,multiple_real,2,2,92408|166775,DS194166|VT-12-1426
A2398518,multiple_real,2,2,92431|166317,DS194300|VT-12-0201
24711,multiple_real,3,3,105141|141768|133547,DS194276|VT-10-0632|WPS-830-0376
A3533756,multiple_real,2,2,104804|166607,DS194324|VT-12-0932
JGI12049DL,multiple_real,2,2,94260|167350,DS194417|VT-14-0615
120075,multiple_real,3,2,98406|154462,WPS-57-20075|24010558|VT-33-0434
JGI4537887,multiple_real,2,2,94263|167381,DS194453|VT-14-0648
JGI4751983A,multiple_real,2,2,92451|167390,DS194463|VT-14-0659
JGI11101XL,multiple_real,2,2,120867|167398,DS194488|VT-14-0670
8031,multiple_real,2,2,149302|120298,VT-25-0431|09250840
980710,multiple_real,2,2,92341|141289,DS189701|WPS-830-1116
JGI1677766X,multiple_real,2,2,114180|168043,DS174983|VT-15-1123
JGI6270252,multiple_real,2,2,92316|168062,DS174815|VT-15-1158
2020322,multiple_real,3,3,105357|140278|143578,09260193|WPS-191-17011|VT-11-6119
204195,multiple_real,3,3,92515|143559|140272,DS198970|VT-11-6007|WPS-191-17004
4552,multiple_real,2,2,152836|93451,VT-31-9943|17411013
JGI3774182K,multiple_real,2,2,114173|168066,DS174908|VT-15-1165
212020,multiple_real,2,2,102996|142120,DS199302|VT-10-2020
298140,multiple_real,2,2,115381|142308,DS199296|VT-10-8140
7272,multiple_real,2,2,99045|145346,09251620|VT-16-1731
212030,multiple_real,2,2,115382|142123,DS199303|VT-10-2030
212310,multiple_real,2,2,115360|142144,DS199317|VT-10-2310
206215,multiple_real,2,2,92520|145764,DS199426|VT-17-1048
296555,multiple_real,2,2,92733|169245,DS199453|VT-17-9863
4124013C,multiple_real,2,2,101777|164647,DS222004|VT-54-2004
111120,multiple_real,2,2,114494|149123,DS222040|VT-24-2040
3023010013,multiple_real,2,2,92805|169485,DS223353|VT-18-3250
1013030018,multiple_real,2,2,92552|174767,DS223578|VT-36-0764
1013030903,multiple_real,2,2,92826|174878,DS223865|VT-36-2460
1013030901,multiple_real,2,2,95472|174879,DS223878|VT-36-2462
1013030020,multiple_real,2,2,92815|174759,DS223881|VT-36-0711
1013030015,multiple_real,2,2,92562|174761,DS223889|VT-36-0717
1013040005,multiple_real,2,2,92563|174886,DS223905|VT-36-2491
DC112,multiple_real,2,2,112622|154229,21020024|VT-32-9342
202058C,multiple_real,2,2,121082|142749,09261992|VT-11-1002
77837,multiple_real,2,2,168037|152380,VT-15-7837|VT-31-0828
A2634954,multiple_real,2,2,91167|166789,09320033|VT-12-1450
JGI68FL,multiple_real,2,2,114132|144429,DS173409|VT-15-0852
JGI4592773,multiple_real,2,2,92447|167386,DS194457|VT-14-0655
JGI6053885KF,multiple_real,2,2,120812|144523,09344612|VT-15-1335
70203,multiple_real,2,2,153729|171950,VT-32-3070|VT-28-0201
JGILINKERT,multiple_real,2,2,120863|144448,DS289108|VT-15-1102
40374,multiple_real,2,2,94899|165314,20101500|VT-73-374
801014,multiple_real,2,2,97895|140390,21100248|WPS-280-1014
62139,multiple_real,2,2,124220|158478,16010208|VT-37-9129
JGI2624541,multiple_real,2,2,92287|167561,DS174480|VT-15-0126
4124029C,multiple_real,2,2,101791|164574,DS310087|VT-54-0087
JGI2541482DL,multiple_real,2,2,99504|167357,DS194454|VT-14-0622
08100696,multiple_real,2,2,145358|127523,VT-16-1794|WPS-56-1138
ILL01D,multiple_real,2,2,154778|112510,VT-33-1192|WPS-850-09018
78466,multiple_real,2,2,168357|150433,VT-15-8466|VT-27-1003
H170513T,multiple_real,2,2,150920|130111,VT-28-0645|WPS-820-1708
300,multiple_real,2,2,119036|136263,DS098300|WPS-571-6101
75031,multiple_real,2,2,176983|97047,VT-44-0329|DS190919
70130,multiple_real,2,2,173426|176437,VT-32-7130|VT-42-0301
8004,multiple_real,2,2,120302|99233,09320086|11010029
A2555236,multiple_real,2,2,91388|166774,DS194165|VT-12-1425
11328,multiple_real,3,2,120542|163360,WPS-817-01843|11328E|VT-50-0944
76181,multiple_real,3,3,123405|155678|114391,08020485|VT-34-0365|DS193004
790TD6X2,multiple_real,2,2,93630|159718,DS245274|VT-40-0581
BDL371442,multiple_real,2,2,96007|146679,DS360013|VT-20-0104
3517,multiple_real,2,2,123011|151061,DS3517|VT-28-3517
TPS28,multiple_real,2,2,92778|146803,DS360046|VT-20-0650
4731SE4,multiple_real,2,2,116416|146794,DS360106|VT-20-0625
76107,multiple_real,2,2,123319|154442,08030305|VT-33-0387
TP30,multiple_real,2,2,116417|146812,DS360165|VT-20-0704
TP32,multiple_real,2,2,116397|146806,DS360167|VT-20-0661
202120,multiple_real,3,3,101724|126427|105395,DS375744|WPS-191-57051|09260318
6391CH,multiple_real,3,3,124231|133698|157373,DS390237|WPS-274-0502|VT-35-9087
K2806,multiple_real,2,2,102933|143798,09031680|VT-11-9987
76240,multiple_real,2,2,123386|144406,08020516|VT-15-0671
1703291MLS,multiple_real,3,3,140849|144547|94107,WPS-681-5218|VT-15-1368|09341588
SS1C,multiple_real,3,3,114915|156802|133701,DS391662|VT-35-0519|WPS-274-0506
2020555,multiple_real,2,2,143580|121050,VT-11-6126|09262871
76106,multiple_real,2,2,123417|154440,08030304|VT-33-0383
2020699C,multiple_real,2,2,109319|126442,09262012|WPS-191-57059C
8413,multiple_real,2,2,150486|155952,VT-27-1209|VT-34-1102
78025,multiple_real,2,2,123427|178275,DS265502|VT-50-1509
JGI2522593,multiple_real,2,2,92261|167929,DS174386|VT-15-0930
11330,multiple_real,3,2,120581|161279,WPS-817-01844|11330E|VT-45-0735
99001,multiple_real,3,3,178536|92101|135779,VT-52-0967|24010679|WPS-276-02200
JGI11293TC,multiple_real,2,2,120830|144219,DS173247|VT-14-0686
79104,multiple_real,2,2,123440|160806,DS900232|VT-43-2167
053590,multiple_real,2,2,107500|136935,06102259|WPS-820-54376
DP12B,multiple_real,3,2,94602|173683,21200062|WPS-850-08027|VT-32-9627
19145,multiple_real,2,2,163563|169856,VT-50-9145|VT-21-0475
292245,multiple_real,3,3,115379|143650|177091,DS193851|VT-11-9224|VT-44-0594
4062,multiple_real,2,2,120370|129570,09290022|WPS-811-04062
P80150,multiple_real,2,2,130869|92357,WPS-830-1052|DS190136
NTBW4201,multiple_real,3,2,123530|153817,21200343|WPS-850-08757|VT-32-6651
NTI45,multiple_real,2,2,123537|135734,20101358|WPS-850-09079
NHCXMB04,multiple_real,2,2,123543|153818,21200221|VT-32-6652
ILLCBC,multiple_real,3,2,123547|154782,20500247|WPS-850-09032|VT-33-1196
NTSX3601,multiple_real,2,2,123549|153774,21200629|VT-32-3601
76738,multiple_real,2,2,123276|171269,08011062|VT-25-0985
8196,multiple_real,2,2,123614|155485,21030188|VT-33-8196
2115,multiple_real,3,2,123617|151244,BPR5EIX11|WPS-2-BPR5EIX-11|VT-29-2115
77813,multiple_real,2,2,171145|168267,VT-24-1764|VT-15-7813
THICKYOEM14LC,multiple_real,2,2,123657|133688,14011009|WPS-827-05424
TALONOEM14LC,multiple_real,2,2,123658|133667,14011016|WPS-827-05399
TALON2314LC,multiple_real,2,2,123659|133664,14011019|WPS-827-05390
DEIOEM14LC,multiple_real,2,2,123660|133605,14011025|WPS-827-05079
JGI1702836,multiple_real,2,2,99463|167866,DS174965|VT-15-0800
1824,multiple_real,2,2,99226|142067,09290043|VT-10-1824
20400,multiple_real,2,2,95127|133521,15101073|WPS-830-0344
