normalized_part_number,vendor_combo,member_count,skus
JGI11101XL,PU+VTWIN,2,DS194488|VT-14-0670
8031,PU+VTWIN,2,VT-25-0431|09250840
980710,PU+WPS,2,DS189701|WPS-830-1116
JGI1677766X,PU+VTWIN,2,DS174983|VT-15-1123
JGI6270252,PU+VTWIN,2,DS174815|VT-15-1158
2020322,PU+VTWIN+WPS,3,09260193|WPS-191-17011|VT-11-6119
204195,PU+VTWIN+WPS,3,DS198970|VT-11-6007|WPS-191-17004
4552,PU+VTWIN,2,VT-31-9943|17411013
JGI3774182K,PU+VTWIN,2,DS174908|VT-15-1165
212020,PU+VTWIN,2,DS199302|VT-10-2020
298140,PU+VTWIN,2,DS199296|VT-10-8140
7272,PU+VTWIN,2,09251620|VT-16-1731
212030,PU+VTWIN,2,DS199303|VT-10-2030
212310,PU+VTWIN,2,DS199317|VT-10-2310
206215,PU+VTWIN,2,DS199426|VT-17-1048
296555,PU+VTWIN,2,DS199453|VT-17-9863
4124013C,PU+VTWIN,2,DS222004|VT-54-2004
111120,PU+VTWIN,2,DS222040|VT-24-2040
3023010013,PU+VTWIN,2,DS223353|VT-18-3250
1013030018,PU+VTWIN,2,DS223578|VT-36-0764
1013030903,PU+VTWIN,2,DS223865|VT-36-2460
1013030901,PU+VTWIN,2,DS223878|VT-36-2462
1013030020,PU+VTWIN,2,DS223881|VT-36-0711
1013030015,PU+VTWIN,2,DS223889|VT-36-0717
1013040005,PU+VTWIN,2,DS223905|VT-36-2491
DC112,PU+VTWIN,2,21020024|VT-32-9342
202058C,PU+VTWIN,2,09261992|VT-11-1002
77837,VTWIN,2,VT-15-7837|VT-31-0828
A2634954,PU+VTWIN,2,09320033|VT-12-1450
JGI68FL,PU+VTWIN,2,DS173409|VT-15-0852
JGI4592773,PU+VTWIN,2,DS194457|VT-14-0655
JGI6053885KF,PU+VTWIN,2,09344612|VT-15-1335
70203,VTWIN,2,VT-32-3070|VT-28-0201
JGILINKERT,PU+VTWIN,2,DS289108|VT-15-1102
40374,PU+VTWIN,2,20101500|VT-73-374
801014,PU+WPS,2,21100248|WPS-280-1014
62139,PU+VTWIN,2,16010208|VT-37-9129
JGI2624541,PU+VTWIN,2,DS174480|VT-15-0126
4124029C,PU+VTWIN,2,DS310087|VT-54-0087
JGI2541482DL,PU+VTWIN,2,DS194454|VT-14-0622
08100696,VTWIN+WPS,2,VT-16-1794|WPS-56-1138
ILL01D,VTWIN+WPS,2,VT-33-1192|WPS-850-09018
78466,VTWIN,2,VT-15-8466|VT-27-1003
H170513T,VTWIN+WPS,2,VT-28-0645|WPS-820-1708
300,PU+WPS,2,DS098300|WPS-571-6101
75031,PU+VTWIN,2,VT-44-0329|DS190919
70130,VTWIN,2,VT-32-7130|VT-42-0301
8004,PU,2,09320086|11010029
A2555236,PU+VTWIN,2,DS194165|VT-12-1425
11328,PU+VTWIN+WPS,3,WPS-817-01843|11328E|VT-50-0944
76181,PU+VTWIN,3,08020485|VT-34-0365|DS193004
790TD6X2,PU+VTWIN,2,DS245274|VT-40-0581
BDL371442,PU+VTWIN,2,DS360013|VT-20-0104
3517,PU+VTWIN,2,DS3517|VT-28-3517
TPS28,PU+VTWIN,2,DS360046|VT-20-0650
4731SE4,PU+VTWIN,2,DS360106|VT-20-0625
76107,PU+VTWIN,2,08030305|VT-33-0387
TP30,PU+VTWIN,2,DS360165|VT-20-0704
TP32,PU+VTWIN,2,DS360167|VT-20-0661
202120,PU+WPS,3,DS375744|WPS-191-57051|09260318
6391CH,PU+VTWIN+WPS,3,DS390237|WPS-274-0502|VT-35-9087
K2806,PU+VTWIN,2,09031680|VT-11-9987
76240,PU+VTWIN,2,08020516|VT-15-0671
1703291MLS,PU+VTWIN+WPS,3,WPS-681-5218|VT-15-1368|09341588
SS1C,PU+VTWIN+WPS,3,DS391662|VT-35-0519|WPS-274-0506
2020555,PU+VTWIN,2,VT-11-6126|09262871
76106,PU+VTWIN,2,08030304|VT-33-0383
2020699C,PU+WPS,2,09262012|WPS-191-57059C
8413,VTWIN,2,VT-27-1209|VT-34-1102
78025,PU+VTWIN,2,DS265502|VT-50-1509
JGI2522593,PU+VTWIN,2,DS174386|VT-15-0930
11330,PU+VTWIN+WPS,3,WPS-817-01844|11330E|VT-45-0735
99001,PU+VTWIN+WPS,3,VT-52-0967|24010679|WPS-276-02200
JGI11293TC,PU+VTWIN,2,DS173247|VT-14-0686
79104,PU+VTWIN,2,DS900232|VT-43-2167
053590,PU+WPS,2,06102259|WPS-820-54376
DP12B,PU+VTWIN+WPS,3,21200062|WPS-850-08027|VT-32-9627
19145,VTWIN,2,VT-50-9145|VT-21-0475
292245,PU+VTWIN,3,DS193851|VT-11-9224|VT-44-0594
4062,PU+WPS,2,09290022|WPS-811-04062
P80150,PU+WPS,2,WPS-830-1052|DS190136
NTBW4201,PU+VTWIN+WPS,3,21200343|WPS-850-08757|VT-32-6651
NTI45,PU+WPS,2,20101358|WPS-850-09079
NHCXMB04,PU+VTWIN,2,21200221|VT-32-6652
ILLCBC,PU+VTWIN+WPS,3,20500247|WPS-850-09032|VT-33-1196
NTSX3601,PU+VTWIN,2,21200629|VT-32-3601
76738,PU+VTWIN,2,08011062|VT-25-0985
8196,PU+VTWIN,2,21030188|VT-33-8196
2115,PU+VTWIN+WPS,3,BPR5EIX11|WPS-2-BPR5EIX-11|VT-29-2115
77813,VTWIN,2,VT-24-1764|VT-15-7813
THICKYOEM14LC,PU+WPS,2,14011009|WPS-827-05424
TALONOEM14LC,PU+WPS,2,14011016|WPS-827-05399
TALON2314LC,PU+WPS,2,14011019|WPS-827-05390
DEIOEM14LC,PU+WPS,2,14011025|WPS-827-05079
JGI1702836,PU+VTWIN,2,DS174965|VT-15-0800
1824,PU+VTWIN,2,09290043|VT-10-1824
20400,PU+WPS,2,15101073|WPS-830-0344
DDKS08OEMR,PU+WPS,2,22010167|WPS-827-05047
SG1,PU+VTWIN,3,DS360157|VT-20-0933|VT-35-1807
50191,VTWIN,2,VT-40-0788|VT-25-5019
11324,PU+VTWIN+WPS,4,11324E|WPS-681-4275|VT-45-0927|WPS-817-01841
NM334824001,PU+VTWIN+WPS,3,21200326|WPS-850-08324|VT-32-9685
77467,VTWIN,2,VT-15-7467|VT-28-0054
HZ030002,PU+WPS,2,21201391|WPS-28-61026
2390980,PU+VTWIN,2,DS194190|VT-10-8318
290,PU+VTWIN,2,DS098290|VT-37-0747
070655,VTWIN,2,VT-26-0328|VT-22-0378
77625,PU+VTWIN,2,35010977|VT-42-0187
11332,PU+VTWIN+WPS,3,11332E|VT-45-0922|WPS-817-01798
76248,PU+VTWIN,2,08020524|VT-33-0215
NM330121002,PU+VTWIN+WPS,3,21200341|VT-32-9701|WPS-850-08301
DEI2313EB,PU+WPS,2,14011036|WPS-827-05066
DDKS08OEMB,PU+WPS,2,22010188|WPS-827-05045
18744,PU+VTWIN,2,VT-32-8744|10102475
DUTY50%,VTWIN,15,VT-40-0847|VT-37-0036|VT-40-1424|VT-42-0871|VT-16-0333|VT-50-2016|VT-50-1235|VT-40-1295|VT-9682-5T|VT-18-3614|VT-23-0448|VT-24-0250|VT-28-1952|VT-33-1064|VT-34-1468
78476,VTWIN,2,VT-15-8476|VT-33-1680
JGI4751972,PU+VTWIN,2,DS194459|VT-14-0658
JGI3774182A,PU+VTWIN,2,DS194468|VT-14-0646
500747,PU+WPS,2,16100676|WPS-812-02130
909109B,PU+WPS,2,20201541|WPS-812-02103
77403,VTWIN,2,VT-15-7403|VT-9669-9T
76714,PU+VTWIN,2,08010767|VT-36-0959
JGI1705205,PU+VTWIN,2,09341592|VT-15-1344
3200361,PU+VTWIN,2,09210524|VT-10-3504
B160732MB,PU+VTWIN,2,17010777|VT-23-2367
40288,VTWIN,2,VT-37-4288|VT-36-1608
203950,PU+WPS,2,DS288819|WPS-812-02070
201407,PU+WPS,2,12102663|WPS-820-51155
7089,PU+VTWIN,2,09251062|VT-17-0123
500747TIN,PU+WPS,2,16100678|WPS-812-02132
2020709,PU+WPS,2,09262020|WPS-191-57061
296330,PU+VTWIN,2,DS199451|VT-17-9858
A2400172,PU+VTWIN,2,VT-10-0415|09220133
7196,PU+VTWIN,2,09251255|VT-12-0365
202240B,PU+WPS,2,11070252|WPS-812-02061
33254,PU+VTWIN,2,VT-40-0903|06500401
50192,VTWIN,2,VT-40-0905|VT-25-2290
909109,PU+WPS,2,20201540|WPS-812-02102
NA14803490,PU+VTWIN+WPS,3,21200409|WPS-850-08144|VT-32-8033
600259,PU,2,10103403|DS326641
A3679384,PU+VTWIN,2,11320701|VT-18-8266
103423,PU+WPS,2,DS222842|WPS-812-02016
4070,PU+WPS,2,09280010|WPS-811-04070
7070,PU+WPS,2,09320027|WPS-811-07070
7071,PU+WPS,2,09320069|WPS-811-07071
7076,PU+VTWIN+WPS,3,09320071|WPS-811-07076|VT-23-1732
8037,PU+VTWIN,2,09320193|VT-27-1056
600239,PU,2,DS325758|10103239
203950B,PU+WPS,2,10101321|WPS-812-02071
A3462875,PU+VTWIN,2,11060087|VT-17-1189
77434,VTWIN,2,VT-15-7434|VT-35-0954
2030,PU+VTWIN,2,09345984|VT-29-2030
339199,VTWIN+WPS,2,VT-44-0801|WPS-820-54127
75632,PU+VTWIN,2,08220098|VT-27-0503
1311CH,PU+VTWIN,2,DS390231|VT-35-9083
71103,PU+VTWIN,2,10103297|VT-35-7113
1746,PU+VTWIN,2,02140837|VT-32-7144
A35840SET,PU+VTWIN,2,DS194187|VT-17-1133
354129,PU+VTWIN,2,16030286|VT-21-0926
111132,PU+VTWIN,2,DS222057|VT-24-2057
13159,PU+VTWIN,2,06401395|VT-17-9257
20225,PU+VTWIN,2,DS190143|VT-12-9972
NOBPP01,PU+VTWIN+WPS,3,21300101|WPS-850-08789|VT-32-6579
4124012C,PU+VTWIN,2,DS222003|VT-54-2003
4322,PU,2,08200045|06500708
77339,VTWIN,2,VT-15-7339|VT-44-0890
76869,PU+VTWIN,2,08010924|VT-45-0792
76159,PU+VTWIN,2,08040291|VT-15-0625
4096,PU+WPS,2,09280105|WPS-811-04096
7074,PU+VTWIN+WPS,3,09320029|WPS-811-07074|VT-24-0603
H070593MB,PU+VTWIN,2,06101683|VT-26-0001
7020,PU+VTWIN,2,09320196|VT-14-0034
4124006C,PU+VTWIN,2,DS310033|VT-54-0033
400315,PU+VTWIN,2,11060077|VT-12-1311
60200,PU+VTWIN,2,16201777|VT-30-6200
55113,PU+WPS,2,04070057|WPS-22-55113
105125B,PU+WPS,2,04040565|WPS-812-52312
11352,PU+VTWIN+WPS,3,11352E|VT-37-8682|WPS-817-01854
18510,PU+VTWIN,2,10100351|VT-34-0184
202098,PU+VTWIN+WPS,3,DS199771|WPS-191-57086|VT-37-9259
64390,VTWIN,2,VT-52-2041|VT-30-4390
B160687,PU+VTWIN,2,17030085|VT-28-0687
A3408379,PU+VTWIN,2,11060049|VT-13-0131
62071,PU+VTWIN,2,07050055|VT-35-0701
MDP12B,PU+VTWIN+WPS,3,21200312|WPS-850-08051|VT-32-6526
1705499MLS,PU+WPS,2,09341598|WPS-681-4017
JGI1754069X,PU+VTWIN,2,09342189|VT-15-0705
JGI3303105,PU+VTWIN,2,09341618|VT-15-1391
700006,PU+WPS,2,11070651|WPS-70-700006
120020,PU,2,120020|04030182
2041971,PU+VTWIN,2,09260780|VT-11-6108
JGI11125XMS,PU+VTWIN,2,09341183|VT-15-1280
K0008000,PU+WPS,2,21200843|WPS-27-5836
37633,PU+VTWIN,2,17410385|VT-52-1404
791101,PU+WPS,2,791101|WPS-279-1101
NA14803190,PU+VTWIN+WPS,3,21200418|WPS-850-08153|VT-32-9095
K1685,PU+VTWIN+WPS,3,VT-11-9913|K1685|WPS-K1685
78386,VTWIN,2,VT-54-0545|VT-15-8386
110062,PU+VTWIN+WPS,3,WPS-87-10062|17416835|VT-36-0622
DC111,PU+VTWIN,2,21020023|VT-32-9341
102023,PU+WPS,2,21020215|WPS-820-60401
HDEG118,VTWIN,2,VT-51-1093|VT-51-1345
61000673,VTWIN,2,VT-38-0869|VT-38-0532
50334,PU+VTWIN,2,10101603|VT-25-2017
NHD7023302,VTWIN+WPS,2,WPS-850-08774|VT-32-2229
3300718,PU+VTWIN,2,09290085|VT-10-2201
MDR8B,PU+VTWIN+WPS,3,21200393|WPS-850-08044|VT-32-6521
75061,PU+VTWIN,2,VT-26-2171|08021110
T0300A3,PU+VTWIN,2,VT-35-6113|07070077
8412,VTWIN,2,VT-27-1074|VT-27-1075
77841,VTWIN,2,VT-15-8741|VT-16-0407
77707,PU+VTWIN,2,16010514|VT-15-0652
8136,PU+VTWIN+WPS,4,10070005|WPS-133-4013|VT-29-8136|VT-33-8136
7620,VTWIN,2,VT-37-1432|VT-37-0436
JGI1704292SS,PU+VTWIN,2,DS174501|VT-15-1221
62130,PU+VTWIN,2,16210069|VT-37-8917
1702686MLS,PU+VTWIN,2,09341585|VT-15-1366
84261,PU+VTWIN,2,17010178|VT-23-2215
77800,PU+VTWIN,2,16010171|VT-15-7800
2021020,PU+VTWIN+WPS,3,09262955|WPS-191-57070|VT-11-1220
62144,PU+VTWIN,2,44020058|VT-14-0939
202050C,PU+VTWIN+WPS,3,09260759|WPS-191-57001C|VT-11-0996
MDR6B,PU+VTWIN+WPS,3,21200392|VT-32-6538|WPS-850-08043
18498,PU+VTWIN,2,DS288882|VT-34-1128
JGI2700289K,PU+VTWIN,2,DS174381|VT-14-0976
70204,PU+VTWIN,3,21070161|VT-32-7204|VT-21-0901
NO2BP,PU+VTWIN+WPS,3,21201169|VT-32-1930|WPS-850-08990
71516,PU+VTWIN,2,02100403|VT-18-3155
H070603MB,PU+VTWIN,2,06101685|VT-26-0003
H070805MB1,PU+VTWIN,2,06102197|VT-26-2260
160492,PU+VTWIN,2,160492|VT-35-0258
NRARS1,PU+WPS,2,WPS-850-08850|44010274
NSXHRG2,PU+VTWIN+WPS,3,21201148|WPS-850-08830|VT-32-1604
A2555090,PU+VTWIN,2,09250288|VT-10-1314
JGI3303191,PU+VTWIN,2,DS173371|VT-15-0842
JGI3733736,PU+VTWIN,2,DS174474|VT-14-0640
060161,VTWIN+WPS,2,VT-19-0113|WPS-70-6161
JGI2522452A,PU+VTWIN,2,DS174050|VT-15-1078
710074,PU,2,04040571|09260795
*7859,VTWIN,2,VT-37-0720|VT-37-6139
NU3424,PU+VTWIN,2,DS289510|VT-34-0913
2433536,PU+VTWIN,2,VT-10-0758|DS197066
86186,PU+WPS,2,04040314|WPS-820-52466
292140,PU+VTWIN,2,DS193112|VT-11-9866
A9123,PU+VTWIN,2,VT-10-8503|09200072
81080,PU+VTWIN+WPS,3,VT-12-9809|WPS-820-50002|09320304
78284,VTWIN,2,VT-15-8284|VT-42-1202
316203,PU+VTWIN,2,DS194062|VT-12-8002
A3513181,PU+VTWIN,2,DS194181|VT-17-0164
SPC014,PU+VTWIN,2,VT-37-0464|24040050
210037,PU+VTWIN,2,14011094|VT-18-3334
B160921,PU+VTWIN,2,17020740|VT-23-2074
12171,VTWIN,2,VT-34-2171|VT-33-2122
120417M,PU+VTWIN,2,20100778|VT-33-0933
13214,VTWIN,2,VT-37-8704|VT-42-0304
120224,PU+VTWIN,2,20200391|VT-33-0465
053591,PU+WPS,2,06102260|WPS-820-54377
NM334724001,PU+VTWIN+WPS,3,21200316|WPS-850-08308|VT-32-9675
DR4G,PU+VTWIN+WPS,3,21200043|WPS-850-08010|VT-32-9608
998244,VTWIN,2,VT-14-0260|VT-14-0256
212358,PU+VTWIN,2,09250296|VT-10-2358
19132,VTWIN+WPS,2,WPS-865-01201|VT-27-2145
810,PU+WPS,2,WPS-830-6001|12042726
JGI3303106,PU+VTWIN,2,09341619|VT-15-1392
GA030100,PU+WPS,2,20012923|WPS-28-61024
210550,PU+VTWIN+WPS,4,DS194498|35500136|WPS-812-02076|VT-17-6004
5457,PU,2,10103315|09500605
5206,PU+VTWIN+WPS,3,09210938|VT-23-0694|WPS-82-96402
B2102,VTWIN,3,VT-34-0945S|VT-34-0778|VT-34-0780
10480041,VTWIN+WPS,2,VT-18-0542|WPS-827-07013
53136,PU+WPS,3,WPS-194-53136|06360270|06500742
DC64,PU+VTWIN+WPS,3,DC64|WPS-133-1081|VT-32-9264
A11219,PU+VTWIN,2,09500220|VT-12-0215
030320AA,PU+VTWIN,2,07030230|VT-38-0656
1311CHV,PU+VTWIN,2,21070002|VT-35-0166
21409,VTWIN+WPS,2,VT-23-1409|WPS-830-0333
BA051201,PU+WPS,2,22110169|WPS-27-5797S
NM334721201,PU+VTWIN+WPS,3,21200320|WPS-850-08314|VT-32-9679
19265,VTWIN,2,VT-23-2319|VT-50-9265
28022M,VTWIN,2,VT-11-1736|VT-11-0164
K1623,PU+VTWIN,2,K1623|VT-11-9738
78026,PU+VTWIN,2,VT-26-0846|DS265501
87789,VTWIN+WPS,2,VT-39-0617|WPS-820-2734
JGI4751958,PU+VTWIN,2,DS173428|VT-14-0657
B160730MB,PU+VTWIN,2,17010757|VT-23-2361
JGI2625868B,PU+VTWIN,2,DS174428|VT-15-0949
NA14802850,PU+VTWIN+WPS,3,21200415|WPS-850-08150|VT-32-9096
202330,PU+VTWIN,2,09260697|VT-11-1029
105030B,PU+WPS,2,04040500|WPS-812-52305
792104,PU+WPS,2,21100319|WPS-279-2104
13154,PU+VTWIN,2,06401390|VT-18-0169
120416A,PU+VTWIN,2,20100799|VT-33-0930
NWR1910020,PU+WPS,2,21201314|WPS-850-09210
600249,PU,2,10103249|DS326640
C320434,PU+VTWIN+WPS,3,05100183|WPS-820-0513|VT-13-0176
4124035C,PU+VTWIN,2,DS310089|VT-54-0089
A11150,PU+VTWIN,2,DS188032|VT-12-0950
DP2G,PU+VTWIN+WPS,3,21200051|WPS-850-08018|VT-32-9616
BDLSPC13520,PU+VTWIN,2,VT-20-0786|12040057
77353,VTWIN,2,VT-15-7353|VT-34-0843
JGI1678799X,PU+VTWIN,2,DS173540|VT-15-1370
508094,PU+VTWIN,2,DS289935|VT-14-0957
P101501,PU+WPS,2,24010298|WPS-830-1015
JGI2526386F,PU+VTWIN,2,09346490|VT-15-1433
C10181HB030014,PU+WPS,2,09345946|WPS-68-10181-HB-030-014
46778,PU+VTWIN,2,17020121|VT-23-1999
H070789MB2,PU+VTWIN,2,06101875|VT-26-2219
H070595N,PU+VTWIN,2,06102317|VT-26-0968
A2636336,PU+VTWIN,2,DS194223|VT-13-0113
846H.HF,PU+VTWIN,2,17220760|VT-23-1781
3204541,PU+VTWIN,2,05100265|VT-27-0538
A3339136,PU+VTWIN,2,21100362|VT-13-0128
4731TK1,PU+VTWIN,2,DS360109|VT-20-0622
102016,PU+VTWIN+WPS,3,21020397|WPS-820-60416|VT-32-1456
9010,VTWIN+WPS,2,VT-23-9110|WPS-811-09010
13028,PU+VTWIN,2,06400208|VT-28-0748
46469,PU+VTWIN,2,17020122|VT-23-2279
70200,PU+WPS,2,21070157|WPS-820-53221
902212,PU,2,09262921|06016140
120042,PU+VTWIN+WPS,3,WPS-12-0042|07060020|VT-33-0306
2M6482030,VTWIN+WPS,2,WPS-865-02029|VT-11-1371
251691,PU+WPS,2,WPS-22-51691|02150962
6143,PU+VTWIN,2,17103644|VT-30-1902
NRACA1,PU+WPS,2,WPS-850-08851|44010275
117247,PU+VTWIN,2,VT-24-7247|10060318
202062,VTWIN+WPS,2,VT-11-0991|WPS-191-57023
110404,PU+VTWIN,2,VT-35-0005|DS0404
300400,PU+WPS,3,06012845|20201170|WPS-230-0400
2005,VTWIN+WPS,4,VT-32-2013|VT-29-2005|WPS-132-7019|VT-33-0699
1013010004,PU+VTWIN,2,VT-36-2362|06521313
ABIG7B2C,VTWIN+WPS,2,WPS-227-0033|VT-33-1674
40SI,PU+VTWIN,2,VT-20-0907|11200425
B160686,PU+VTWIN,2,17030084|VT-28-0686
150157,PU+VTWIN,2,VT-10-8273|09251168
78850,VTWIN,2,VT-28-0026|VT-39-1873
JGI2607290X,PU+VTWIN,2,VT-15-1205|DS174549
314009,PU,2,09240386|04160111
3300165,PU+VTWIN,2,09250740|VT-10-8166
JGI1677048,PU+VTWIN,2,09342191|VT-15-1008
371030,VTWIN+WPS,2,WPS-820-50843|VT-32-1541
11326,PU+VTWIN+WPS,4,WPS-817-01842|WPS-681-4183|VT-45-0587|11326E
H070591S,PU+VTWIN,2,06102310|VT-26-0977
70280,VTWIN,2,VT-32-3087|VT-17-0901
161620,PU+VTWIN,2,10500352|VT-35-8021
JGI1677086S,PU+VTWIN,2,DS174403|VT-15-0877
77430,VTWIN,2,VT-15-7430|VT-49-0534
28323,WPS,2,WPS-50-28323|WPS-82-8323
CTX30LBSFT,PU+WPS,2,WPS-49-3036|21130782
70283,VTWIN,2,VT-32-3084|VT-17-0906
316295,PU+VTWIN,2,09320150|VT-12-8008
14014,VTWIN+WPS,2,WPS-820-51578|VT-27-0109
77461,VTWIN,2,VT-15-7461|VT-27-1453
241275,VTWIN+WPS,2,WPS-820-54670|VT-19-0299
16200,VTWIN+WPS,2,WPS-132-7010|VT-32-3042
1007EX,VTWIN+WPS,2,WPS-132-7037|VT-32-1007
3008,VTWIN+WPS,2,WPS-132-7041|VT-32-3088
ATS03BF,VTWIN+WPS,2,VT-33-2278|WPS-850-09003
170336,PU+VTWIN,2,10101966|VT-34-1098
A1849278,PU+VTWIN,2,VT-10-0501|09290020
3200359,PU+VTWIN,2,VT-10-3512|09220112
87716,PU+VTWIN+WPS,3,WPS-820-50611|VT-23-1211|17310543
1100099,PU+VTWIN,2,10010043|VT-35-1050
102002,PU+WPS,2,WPS-820-60400|21020226
NWR910020,PU+WPS,2,21201255|WPS-850-09227
NWR410020,PU+WPS,2,21201319|WPS-850-09215
S535,PU+VTWIN,2,VT-11-9777|S535
110470,PU+VTWIN,2,VT-35-9368|10010018
78429,VTWIN,2,VT-35-0123|VT-15-8429
JGI11125XM,PU+VTWIN,2,VT-15-1282|09340943
7502000,WPS,2,WPS-821-2009|WPS-821-2003
7536,PU+VTWIN,2,VT-27-1233|17416260
204170R,PU+VTWIN,2,VT-11-6019|09260127
20010,VTWIN+WPS,3,WPS-562-20210C|VT-51-0004|VT-51-0304
16541,VTWIN+WPS,2,WPS-865-01010|VT-35-9075
A2579177,PU+VTWIN,2,VT-10-0803|DS195007
080220,VTWIN+WPS,2,WPS-57-8220|VT-16-0220
63425,PU+VTWIN,2,VT-42-1156|09401316
78454,VTWIN,2,VT-15-8454|VT-28-0895
72378,VTWIN,2,VT-42-9941|VT-17-0514
565089,PU+VTWIN,2,11200148|VT-17-0465
70301,VTWIN,2,VT-32-3122|VT-15-0158
335064,PU+VTWIN,2,09250418|VT-10-5045
160207,VTWIN+WPS,2,VT-42-0686|WPS-820-2380
770032,PU+VTWIN,2,VT-31-9909|DS110852
2020690C,PU+VTWIN+WPS,3,09262006|WPS-191-57009C|VT-11-1060
298135,PU+VTWIN,2,VT-43-8135|09250072
77425,VTWIN,2,VT-15-7425|VT-21-0932
110420,PU+VTWIN,2,VT-35-0471|10020025
6141SE1,PU+VTWIN,2,VT-20-0615|DS360099
1310,VTWIN+WPS,2,WPS-830-5039|VT-33-2155
78595,VTWIN,2,VT-15-8595|VT-22-1842
CTX24HLBS,PU+WPS,2,WPS-49-2291|21130205
191327,PU+VTWIN+WPS,3,VT-19-0767|12102671|WPS-820-51151
W5731,PU+VTWIN,2,VT-11-9773|W5731
CE85T,VTWIN+WPS,2,VT-32-1280|WPS-273-1133
7080,PU+VTWIN,2,VT-18-3118|09320091
335175,PU+VTWIN,2,DS199321|VT-12-0126
352112,PU+VTWIN,2,VT-37-9539|24010694
JGI1703089X,PU+VTWIN,2,VT-15-1363|09341852
334275,PU+VTWIN,2,DS199532|VT-10-4275
BA035K00HD,PU+WPS,2,WPS-28-61003|22100492
202122M,PU+VTWIN,2,09262303|VT-11-2318
NTBWJ15,PU+VTWIN,2,VT-32-6689|21200839
202124M,PU+VTWIN,2,09262305|VT-11-2320
110401,PU+VTWIN,2,DS0401|VT-35-0001
110402,PU+VTWIN,2,DS0402|VT-35-0002
879410,PU+WPS,2,DS190491|WPS-830-1115
110407,PU+VTWIN,2,DS0407|VT-35-0004
18440,PU+VTWIN,2,VT-34-0192|10101461
70266,PU+VTWIN,2,VT-32-3081|21070308
NMTRT01,VTWIN+WPS,2,WPS-850-08302|VT-16-1619
78275,VTWIN,2,VT-49-0829|VT-15-8275
347004,PU+VTWIN,2,DS194652|VT-10-0260
NDP39000,VTWIN+WPS,2,WPS-850-08411|VT-32-9638
2021012H,PU+VTWIN+WPS,3,09263305|VT-11-1217|WPS-191-17040
63633,VTWIN,2,VT-23-0293|VT-23-0290
AX068K10,PU+WPS,2,WPS-27-5833|06310179
310003,PU+VTWIN,2,DS194305|VT-10-0003
88263,VTWIN+WPS,2,VT-24-1377|WPS-820-52284
78710,VTWIN,2,VT-15-8710|VT-15-1769
C9607F1,PU+VTWIN+WPS,3,09344809|WPS-68-9607F1|VT-15-1310
71061,PU+VTWIN,2,VT-42-0421|10102946
27161,WPS,2,WPS-82-7161|WPS-57-027161
1065896,PU+VTWIN,2,VT-12-0125|09250456
20761,VTWIN+WPS,2,VT-35-0761|WPS-865-01061
18447,PU+VTWIN,3,VT-23-1672|VT-32-8447|10102064
103413,PU+WPS,2,WPS-812-02015|DS221926
210540,PU+WPS,2,WPS-812-02075|35500135
909102,PU+WPS,2,WPS-812-02096|20201319
352065,PU+VTWIN,2,VT-37-9546|24040984
I010150,PU+WPS,2,09342560|WPS-820-0102
28621,WPS,2,WPS-82-8292|WPS-29-1121
A2555436,PU+VTWIN,2,DS194167|VT-12-1427
2059,PU+VTWIN,2,09250753|VT-37-8963
42818,VTWIN+WPS,2,VT-23-0552|WPS-820-32008
A2403470,PU+VTWIN,2,DS196138|VT-10-0444
SPC025,PU+VTWIN,2,24040057|VT-37-0467
NU3423,PU+VTWIN,2,DS289507|VT-34-0911
18741,PU+VTWIN,2,VT-32-8741|10102472
202124C,PU+VTWIN+WPS,3,VT-11-1186|WPS-191-57055C|09260732
JGI3565398,PU+VTWIN,2,DS173192|VT-15-1500
20103,VTWIN+WPS,2,WPS-830-0305|VT-10-0487
21403,VTWIN+WPS,2,WPS-830-0332|VT-23-1403
9026,PU+VTWIN,2,18610578|VT-23-9126
1827,PU+VTWIN,2,VT-10-1827|09290046
71104,PU+VTWIN,2,10103299|VT-35-7114
77482,VTWIN,2,VT-15-7482|VT-38-6555
70393,PU+VTWIN,2,10102919|VT-34-1530
3300017,PU+VTWIN,2,VT-10-5182|09250540
52676,PU+WPS,3,WPS-820-52009|WPS-194-52676|06360523
89450,VTWIN+WPS,2,VT-23-1071|WPS-820-32019
HDEG115,VTWIN,2,VT-51-1221|VT-51-1220
K1608,PU+VTWIN,2,K1608|VT-11-9728
K1624,PU+VTWIN,2,K1624|VT-11-9739
K1626,PU+VTWIN,2,K1626|VT-11-9741
K1605,PU+VTWIN,2,K1605|VT-11-9725
202023C,PU+VTWIN+WPS,3,WPS-191-57044C|VT-11-0969|09260750
715,WPS,2,WPS-830-6000|WPS-571-6122
K1602,PU+VTWIN,2,K1602|VT-11-9722
JGI3490486,PU+VTWIN,2,DS173343|VT-15-1041
16202,VTWIN+WPS,2,WPS-132-7011|VT-32-3044
2006KIT,VTWIN+WPS,2,WPS-132-7038|VT-32-1015
2006,VTWIN+WPS,2,WPS-132-7040|VT-29-2006
3005,PU+VTWIN+WPS,4,WPS-132-7054|WPS-811-03005|VT-32-3015|24010825
1005EX,VTWIN+WPS,2,WPS-132-7077|VT-32-3053
C320435,PU+VTWIN+WPS,3,WPS-820-0514|VT-13-0545|05100184
21054,VTWIN+WPS,3,WPS-132-7091|VT-25-0565|VT-32-1374
