norm,product_id_a,product_id_b,sku_a,sku_b,vendor_a,vendor_b
1803,14995,59365,VT-10-1803,DS194347,VTWIN,PU
1800,3492,59085,DS194342,VT-10-0657,PU,VTWIN
79071,19025,77212,08050039,VT-40-1762,PU,VTWIN
18446,12867,65561,VT-23-2170,10102063,VTWIN,PU
18446,48069,65561,VT-23-2170,WPS-865-01428,VTWIN,WPS
18446,12867,48069,10102063,WPS-865-01428,PU,WPS
61006,21115,81246,VT-52-0183,16201480,VTWIN,PU
207610,22261,44146,19133014,WPS-830-1131,PU,WPS
986826,22263,44165,19133008,WPS-830-1193,PU,WPS
202063C,19377,60063,09261994,VT-11-1006,PU,VTWIN
JGI91XL,24489,61770,DS174531,VT-15-1225,PU,VTWIN
111523,24838,66438,DS222045,VT-24-2045,PU,VTWIN
63696,66244,74846,VT-36-0740,VT-24-1419,VTWIN,VTWIN
8114,69357,72787,VT-33-8114,VT-30-8114,VTWIN,VTWIN
110073,39051,92159,WPS-57-10073,VT-36-1977,WPS,VTWIN
75005,44274,93862,VT-42-0765,WPS-820-52416,VTWIN,WPS
202020C,37381,60138,WPS-191-57041C,VT-11-1166,WPS,VTWIN
202020C,31763,37381,WPS-191-57041C,09260754,WPS,PU
202020C,31763,60138,VT-11-1166,09260754,VTWIN,PU
71555,26224,88858,02100378,VT-27-0055,PU,VTWIN
02212,5021,37772,WPS-27-10905,17010606,WPS,PU
13165,26362,64035,06401206,VT-20-0228,PU,VTWIN
78594,62188,65080,VT-15-8594,VT-22-1840,VTWIN,VTWIN
191200,28849,43362,11200390,WPS-820-52650,PU,WPS
161274,22381,72280,20100745,VT-33-1606,PU,VTWIN
120411C,22388,72071,20100782,VT-33-1163,PU,VTWIN
77898,80180,84737,VT-49-1785,VT-14-0824,VTWIN,VTWIN
10003,39433,42728,WPS-58-5370,WPS-85-2008,WPS,WPS
328087,16545,75632,VT-37-8529,03650029,VTWIN,PU
20033,26241,70925,04110178,VT-32-2004,PU,VTWIN
NDP38061,48938,71551,VT-32-9639,WPS-850-08407,VTWIN,WPS
78680,62214,85537,VT-15-8680,VT-15-1768,VTWIN,VTWIN
78680,3229,62214,VT-15-8680,09347522,VTWIN,PU
78680,3229,85537,VT-15-1768,09347522,VTWIN,PU
JGI2627380AM,15105,85255,DS174429,VT-15-0953,PU,VTWIN
18429,48054,71367,VT-32-8429,WPS-865-01418,VTWIN,WPS
NA1750631,23201,90742,21200406,VT-32-7438,PU,VTWIN
NA1750631,58759,90742,WPS-850-08118,VT-32-7438,WPS,VTWIN
260128S16,20475,64056,VT-20-0346,12010231,VTWIN,PU
70251,26009,71069,21070201,VT-32-3101,PU,VTWIN
20200,27258,66686,08200259,VT-25-0633,PU,VTWIN
20200,27258,62390,08200259,VT-16-0603,PU,VTWIN
20200,27258,89384,08200259,VT-28-0987,PU,VTWIN
20200,62390,66686,VT-25-0633,VT-16-0603,VTWIN,VTWIN
20200,66686,89384,VT-25-0633,VT-28-0987,VTWIN,VTWIN
20200,62390,89384,VT-16-0603,VT-28-0987,VTWIN,VTWIN
20781,42777,52705,WPS-57-020781,WPS-865-01038,WPS,WPS
792108,13855,57619,21100327,WPS-279-2108,PU,WPS
77464,61138,80436,VT-15-7464,VT-50-0010,VTWIN,VTWIN
206589SRBLED,45565,72707,WPS-820-0376R,VT-33-3047,WPS,VTWIN
50355,27353,88612,06360575,VT-25-2291,PU,VTWIN
202053C,31704,60057,09261986,VT-11-0999,PU,VTWIN
JGI3491799,1441,85411,DS173191,VT-15-1232,PU,VTWIN
7542,33541,76906,17416261,VT-40-0245,PU,VTWIN
C9693,28184,61666,09341356,VT-15-0480,PU,VTWIN
210209K,22959,70793,21060252,VT-32-1699,PU,VTWIN
794005,29238,50225,21100995,WPS-279-2205,PU,WPS
210209GB,22960,90485,21060225,VT-32-1362,PU,VTWIN
NFATO3,159,90708,21300084,VT-32-6562,PU,VTWIN
NFATO3,58912,90708,WPS-850-08415,VT-32-6562,WPS,VTWIN
70267,22986,61321,21070309,VT-12-7026,PU,VTWIN
801017,13838,50227,21101102,WPS-280-1151,PU,WPS
327093,37564,92930,WPS-232-7093,VT-37-8888,WPS,VTWIN
327093,31829,37564,WPS-232-7093,03650055,WPS,PU
327093,31829,92930,VT-37-8888,03650055,VTWIN,PU
792112,23048,50220,21101100,WPS-279-2111,PU,WPS
K1611,36665,61027,VT-11-9731,K1611,VTWIN,PU
202160,2034,86413,VT-17-8229,DS199410,VTWIN,PU
792111,23051,50219,21101099,WPS-279-1103,PU,WPS
JGI3680179,9103,85322,DS174326,VT-15-1050,PU,VTWIN
46467,23121,47427,78053045,WPS-820-32018,PU,WPS
46467,23121,65259,78053045,VT-23-0555,PU,VTWIN
46467,47427,65259,WPS-820-32018,VT-23-0555,WPS,VTWIN
E250091BT3,23155,70903,21130664,VT-32-1908,PU,VTWIN
NHCXJ08,23197,71147,21200368,VT-32-6677,PU,VTWIN
NHCXJ15,23198,71149,21200370,VT-32-6679,PU,VTWIN
11420,39118,62243,VT-16-0049,WPS-57-6302,VTWIN,WPS
NHD7267311,23246,90641,21200676,VT-32-5057,PU,VTWIN
NHD7267311,49107,90641,WPS-850-08793,VT-32-5057,WPS,VTWIN
NOBPPCB,23249,71101,21200811,VT-32-5062,PU,VTWIN
1013040017,1840,74797,VT-36-0760,DS223913,VTWIN,PU
HZ030001,23373,55536,21201390,WPS-28-61025,PU,WPS
JGI3521185DL,1552,84715,DS174458,VT-14-0685,PU,VTWIN
DDKS08OEMC,23413,46181,22010171,WPS-827-05046,PU,WPS
19371A,94280,94328,VT-44-0389,VT-44-0310,VTWIN,VTWIN
9723,62780,62784,VT-16-9723,VT-16-9727,VTWIN,VTWIN
10110,23968,54538,24040647,WPS-576-04280,PU,WPS
45217,7677,58647,WPS-820-32007,78053044,WPS,PU
45217,58647,87545,WPS-820-32007,VT-23-0587,WPS,VTWIN
45217,7677,87545,78053044,VT-23-0587,PU,VTWIN
120014,41514,91133,WPS-820-0340C,VT-33-0305,WPS,VTWIN
JGI3490179A,9124,85346,DS174321,VT-15-1115,PU,VTWIN
JGI79FLH,24459,61740,DS173373,VT-15-0853,PU,VTWIN
20804,23761,44147,24010123,WPS-830-1132,PU,WPS
22656,23766,44151,24010119,WPS-830-1137,PU,WPS
21071,36921,70599,VT-32-1376,WPS-132-7093,VTWIN,WPS
C2037,23767,42557,24010286,WPS-830-1026,PU,WPS
DR8G,11258,90977,21200047,VT-32-9612,PU,VTWIN
DR8G,58772,90977,WPS-850-08014,VT-32-9612,WPS,VTWIN
4548,33110,75504,17411011,VT-37-4548,PU,VTWIN
H070585NMB,30138,88717,06102305,VT-26-0963,PU,VTWIN
352006,23824,75836,24010704,VT-37-9528,PU,VTWIN
SSE2,25302,74113,VT-35-0521,DS391666,VTWIN,PU
SSE2,46305,74113,VT-35-0521,WPS-274-0507,VTWIN,WPS
SSE2,25302,46305,DS391666,WPS-274-0507,PU,WPS
202026,31799,60023,VT-11-0955,09261975,VTWIN,PU
202026,37390,60023,VT-11-0955,WPS-191-57046,VTWIN,WPS
202026,31799,37390,09261975,WPS-191-57046,PU,WPS
D2KI3P,6727,71471,21010029,VT-32-9152,PU,VTWIN
D2KI3P,36954,71471,VT-32-9152,WPS-133-3016,VTWIN,WPS
TP33,26809,64124,VT-20-0707,DS360168,VTWIN,PU
NCBISCM,49023,70911,WPS-850-08659,VT-32-1918,WPS,VTWIN
S770132,24008,69736,35010304,VT-31-0970,PU,VTWIN
S770149C,24028,79989,35011087,VT-49-1011,PU,VTWIN
SFK3P,6731,70395,21010048,VT-32-0802,PU,VTWIN
SFK3P,36957,70395,WPS-133-3020,VT-32-0802,WPS,VTWIN
251692,14281,37512,02150963,WPS-22-51692,PU,WPS
S770149B,24030,79990,35011088,VT-49-1012,PU,VTWIN
JGI1795536XL,31583,84707,VT-14-0668,DS194489,VTWIN,PU
72223,61241,78721,VT-46-0410,VT-12-1414,VTWIN,VTWIN
C320478GB,30311,67504,VT-27-0301,05100318,VTWIN,PU
3537X,24125,61040,3537X,VT-11-9765,PU,VTWIN
NWR010020,23368,53996,21201309,WPS-850-09205,PU,WPS
120000,12765,36789,WPS-12-0000,04030163,WPS,PU
NWR0210020,33104,53997,21201310,WPS-850-09206,PU,WPS
3204591NU,30307,67961,05100264,VT-27-1817,PU,VTWIN
102010,2828,53448,21020333,WPS-820-60413,PU,WPS
NWR4010020,23369,54006,21201318,WPS-850-09214,PU,WPS
102017,7339,53453,21020416,WPS-820-60417,PU,WPS
030320AB,30320,76316,07030231,VT-38-1740,PU,VTWIN
NWR5610020,23365,54008,21201320,WPS-850-09216,PU,WPS
935076,24347,82242,935076,VT-7132-89,PU,VTWIN
33306,33513,78816,06500114,VT-46-3306,PU,VTWIN
SS1P,35046,46303,WPS-274-0505,DS391663,WPS,PU
110419,24423,74721,DS0419,VT-35-9229,PU,VTWIN
JGI6385995,24468,85374,DS173469,VT-15-1161,PU,VTWIN
JGI36FLH,24469,61765,DS173524,VT-15-1184,PU,VTWIN
JGI6053881K,24470,85204,DS173525,VT-15-0865,PU,VTWIN
JGI1678799,24473,85406,DS173539,VT-15-1222,PU,VTWIN
JGI1677496,24475,85351,DS174117,VT-15-1121,PU,VTWIN
JGI2685689,24476,84779,DS174284,VT-14-0963,PU,VTWIN
JGI1677794S,24479,85345,DS174307,VT-15-1101,PU,VTWIN
JGIEV1,24490,61722,DS174749,VT-15-0726,PU,VTWIN
JGI4584984A,24491,84500,DS174784,VT-14-0044,PU,VTWIN
JGI4584973,24492,61493,DS174786,VT-14-0040,PU,VTWIN
JGI3490185K,24497,85208,DS174953,VT-15-0870,PU,VTWIN
JGI6053994K,24499,85214,DS174950,VT-15-0876,PU,VTWIN
JGI6053989KX,24500,85206,DS174951,VT-15-0868,PU,VTWIN
JGI4584984K,24503,61495,DS174904,VT-14-0045,PU,VTWIN
P101701,24506,42555,DS175005,WPS-830-1017,PU,WPS
JGI1677066S,24511,85087,DS174914,VT-15-0599,PU,VTWIN
P80148,24517,92383,DS175014,VT-37-0266,PU,VTWIN
879812,24524,44163,DS189811,WPS-830-1190,PU,WPS
P8839,8739,42571,24010303,WPS-830-1046,PU,WPS
74112,18693,24736,DS193411,08011178,PU,PU
78073,24740,93948,DS193807,VT-42-1391,PU,VTWIN
316206,24743,61326,DS194061,VT-12-8003,PU,VTWIN
A6771,24746,83852,DS194072,VT-12-0716,PU,VTWIN
202051C,31721,37298,WPS-191-57002C,09260755,WPS,PU
202051C,37298,60055,WPS-191-57002C,VT-11-0997,WPS,VTWIN
202051C,31721,60055,09260755,VT-11-0997,PU,VTWIN
A25550SET,24751,84116,DS194162,VT-12-1508,PU,VTWIN
24611,24755,59083,DS194275,VT-10-0644,PU,VTWIN
24641,24757,59080,DS194371,VT-10-0635,PU,VTWIN
792101,7977,57614,792101,WPS-279-2101,PU,WPS
801009,24325,57627,801009,WPS-280-1009,PU,WPS
A11007,3426,83889,DS188008,VT-12-0904,PU,VTWIN
298150,24795,59606,DS199076,VT-10-8123,PU,VTWIN
50214,5921,87582,44020593,VT-23-0704,PU,VTWIN
288137,24796,59615,DS199180,VT-10-8137,PU,VTWIN
935096,24798,60902,DS199241,VT-11-7717,PU,VTWIN
291113,24801,59246,DS199323,VT-10-1171,PU,VTWIN
5113010004,24802,63475,DS199219,VT-18-1152,PU,VTWIN
298145,24803,59620,DS199196,VT-10-8145,PU,VTWIN
201105,24804,63265,DS199406,VT-17-8225,PU,VTWIN
288155G,24805,59613,DS199249,VT-10-8135,PU,VTWIN
290294,24811,64127,DS199479,VT-20-0709,PU,VTWIN
117248,19831,66484,10060319,VT-24-7248,PU,VTWIN
5422,7046,8611,06510417,10103136,PU,PU
88102,24844,49892,DS222792,WPS-276-02060,PU,WPS
5019010069,24874,61475,DS223741,VT-13-9228,PU,VTWIN
19507,63013,70092,VT-31-4192,VT-17-0858,VTWIN,VTWIN
1005,36886,70423,WPS-132-7014,VT-32-1005,WPS,VTWIN
1005,36886,87874,WPS-132-7014,VT-23-2212,WPS,VTWIN
1005,70423,87874,VT-32-1005,VT-23-2212,VTWIN,VTWIN
1227,30951,61957,09300246,VT-15-2127,PU,VTWIN
7075,30952,86773,09320030,VT-18-3201,PU,VTWIN
7075,30952,88401,09320030,VT-24-1369,PU,VTWIN
7075,30952,41018,09320030,WPS-811-07075,PU,WPS
7075,86773,88401,VT-18-3201,VT-24-1369,VTWIN,VTWIN
7075,41018,86773,VT-18-3201,WPS-811-07075,VTWIN,WPS
7075,41018,88401,VT-24-1369,WPS-811-07075,VTWIN,WPS
110450,15876,74722,DS0452,VT-35-9230,PU,VTWIN
8730,36966,75994,WPS-133-4015,VT-38-0445,WPS,VTWIN
13163,26134,87360,06401204,VT-23-0115,PU,VTWIN
77947,62070,95555,VT-15-7947,VT-50-1196,VTWIN,VTWIN
JGI3495567F,15063,85461,VT-15-1424,09342113,VTWIN,PU
76295,34147,77661,08040622,VT-42-0986,PU,VTWIN
110044,39038,74810,WPS-57-10044,VT-36-0515,WPS,VTWIN
110044,18248,74810,VT-36-0515,06580007,VTWIN,PU
070308A,63320,89262,VT-17-9934,VT-28-0204,VTWIN,VTWIN
JGI1676973,1571,85265,VT-15-0974,DS174800,VTWIN,PU
JGI1754148B,1564,85290,DS174660,VT-15-1007,PU,VTWIN
110045,39039,74829,WPS-57-10045,VT-36-0607,WPS,VTWIN
8150,68582,72792,VT-33-8150,VT-29-8150,VTWIN,VTWIN
8708,25128,56786,DS290352,WPS-874-1224,PU,WPS
7010,31042,87588,09320089,VT-23-0711,PU,VTWIN
A3272630,3352,90104,21050118,VT-32-0123,PU,VTWIN
JGI3495589F,9022,85460,09342117,VT-15-1423,PU,VTWIN
78151,25163,88061,14050196,VT-23-9272,PU,VTWIN
JGI3565279A,3608,85320,DS174131,VT-15-1048,PU,VTWIN
5205,31059,55492,09210787,WPS-82-96413,PU,WPS
1019,25188,31023,DS325779,09250672,PU,PU
1019,25188,63065,DS325779,VT-17-1019,PU,VTWIN
1019,31023,63065,09250672,VT-17-1019,PU,VTWIN
3556,25221,68373,VT-28-3556,DS3556,VTWIN,PU
76473S,25223,64100,DS360113,VT-20-0621,PU,VTWIN
6239TK1,25235,64092,DS360104,VT-20-0611,PU,VTWIN
4731SK3,25236,64103,DS360107,VT-20-0624,PU,VTWIN
81027,30412,95290,VT-50-0031,04140734,VTWIN,PU
81027,12955,95290,VT-50-0031,10102123,VTWIN,PU
81027,57124,95290,VT-50-0031,WPS-820-53030,VTWIN,WPS
81027,12955,30412,04140734,10102123,PU,PU
81027,30412,57124,04140734,WPS-820-53030,PU,WPS
81027,12955,57124,10102123,WPS-820-53030,PU,WPS
H170579,29766,89346,06300373,VT-28-0628,PU,VTWIN
1080,31074,61375,09262925,VT-12-9976,PU,VTWIN
1080,31074,50112,09262925,WPS-571-6109,PU,WPS
1080,50112,61375,VT-12-9976,WPS-571-6109,VTWIN,WPS
NA1750621,4039,90741,21200405,VT-32-7437,PU,VTWIN
NA1750621,58827,90741,WPS-850-08117,VT-32-7437,WPS,VTWIN
5432,8612,10624,06510425,10103142,PU,PU
TP34,25238,64125,DS360169,VT-20-0708,PU,VTWIN
JGI48FL,31565,61738,DS173410,VT-15-0851,PU,VTWIN
6141SK4,5484,64095,DS360101,VT-20-0614,PU,VTWIN
E210214,22958,90439,21060249,VT-32-1084,PU,VTWIN
JGI3774167A,1460,84689,DS173426,VT-14-0645,PU,VTWIN
JGI12010,1524,84649,DS174375,VT-14-0602,PU,VTWIN
JGI6583468SC,15080,85333,DS173461,VT-15-1074,PU,VTWIN
JGI2699597X,1476,84643,DS173479,VT-14-0573,PU,VTWIN
E210221,13859,90506,21060588,VT-32-1519,PU,VTWIN
JGI3490685X,9090,85391,DS173535,VT-15-1202,PU,VTWIN
JGI1754069A,3609,85287,DS174182,VT-15-1004,PU,VTWIN
JGI2924283,3640,85297,DS174336,VT-15-1018,PU,VTWIN
801003,13707,57623,21100445,WPS-280-1003,PU,WPS
801003,13707,71102,21100445,VT-32-5117,PU,VTWIN
801003,57623,71102,WPS-280-1003,VT-32-5117,WPS,VTWIN
JGI1677421,1533,84979,DS174405,VT-15-0271,PU,VTWIN
T030100B,3107,91926,07050554,VT-35-9020,PU,VTWIN
T036240K20,23956,74652,VT-35-6240,24020213,VTWIN,PU
JGI2625750A,1565,85248,DS174690,VT-15-0944,PU,VTWIN
JGI4584984,24496,84496,DS174781,VT-14-0038,PU,VTWIN
77967,62089,62294,VT-15-7967,VT-16-0215,VTWIN,VTWIN
A2392887,334,96591,09240264,VT-10-1278,PU,VTWIN
10480007,51846,63417,WPS-827-07010,VT-18-0545,WPS,VTWIN
JGI3482436,1574,85314,DS174890,VT-15-1038,PU,VTWIN
31472,4689,65973,VT-24-0171,11320718,VTWIN,PU
7450597C,2910,90402,21120784,VT-32-0950,PU,VTWIN
JGI2524499,1208,85389,DS173228,VT-15-1198,PU,VTWIN
JGI1735884,9073,85284,DS174915,VT-15-1001,PU,VTWIN
A11218,3262,83636,VT-12-0209,09210143,VTWIN,PU
JGI3495575K,31558,85211,DS174956,VT-15-0873,PU,VTWIN
JGI3490179B,3619,85221,DS174959,VT-15-0904,PU,VTWIN
7945,68946,69341,VT-30-7945,VT-30-0923,VTWIN,VTWIN
102100B,11443,51752,WPS-812-02112,06401666,WPS,PU
JGI3495252A,1587,85317,DS174963,VT-15-1042,PU,VTWIN
JGI1703383S,9074,85385,DS174972,VT-15-1191,PU,VTWIN
JGI2627380B,9144,85254,DS174826,VT-15-0952,PU,VTWIN
K1625,25470,61033,K1625,VT-11-9740,PU,VTWIN
74700021B,1206,90499,21121207,VT-32-1460,PU,VTWIN
74700025C,2880,90541,21121315,VT-32-1708,PU,VTWIN
K1660,25480,61070,K1660,VT-11-9890,PU,VTWIN
420105,25999,84046,VT-12-1309,16230558,VTWIN,PU
120416M,13812,71957,VT-33-0929,20100780,VTWIN,PU
78673,61591,91439,VT-14-8673,VT-34-0090,VTWIN,VTWIN
70287,71043,86218,VT-17-0911,VT-32-3074,VTWIN,VTWIN
77326,61969,94968,VT-15-7326,VT-49-0834,VTWIN,VTWIN
310000,36322,58963,VT-10-0000,DS194303,VTWIN,PU
E250091BT1,23152,70901,21130661,VT-32-1906,PU,VTWIN
JGI1702970,3587,85179,DS173239,VT-15-0804,PU,VTWIN
240030,25730,61063,09280026,VT-11-9872,PU,VTWIN
292088,25741,60475,DS199013,VT-11-2088,PU,VTWIN
E250091BD5,7481,90591,21130734,VT-32-1974,PU,VTWIN
288121G,25744,59609,DS199250,VT-10-8130,PU,VTWIN
JGI1677048X,9133,85292,DS174402,VT-15-1009,PU,VTWIN
212130,25746,59445,DS199283,VT-10-2130,PU,VTWIN
212965,25749,59518,09250584,VT-10-2965,PU,VTWIN
291123,25758,59227,DS199097,VT-10-1123,PU,VTWIN
DR2G,1228,90969,21200039,VT-32-9604,PU,VTWIN
DR2G,58763,90969,WPS-850-08006,VT-32-9604,WPS,VTWIN
DR6G,3991,90975,21200045,VT-32-9610,PU,VTWIN
DR6G,58769,90975,WPS-850-08012,VT-32-9610,WPS,VTWIN
212011,25760,59424,DS199301,VT-10-2011,PU,VTWIN
292025,25764,42154,DS193123,WPS-820-54204,PU,WPS
212320,25766,59455,DS199347,VT-10-2320,PU,VTWIN
DR8B,3992,90978,21200048,VT-32-9613,PU,VTWIN
DR8B,58771,90978,WPS-850-08013,VT-32-9613,WPS,VTWIN
201020,25767,63246,DS199411,VT-17-6656,PU,VTWIN
272110,25770,61480,DS199736,VT-13-9250,PU,VTWIN
254850,25772,63216,DS199436,VT-17-4850,PU,VTWIN
DR12G,11286,90979,21200049,VT-32-9614,PU,VTWIN
DP2B,11278,90983,21200052,VT-32-9617,PU,VTWIN
DP2B,58774,90983,WPS-850-08017,VT-32-9617,WPS,VTWIN
292215,25773,60959,DS193852,VT-11-9221,PU,VTWIN
DP3B,3993,90985,21200054,VT-32-9619,PU,VTWIN
DP3B,58776,90985,WPS-850-08019,VT-32-9619,WPS,VTWIN
DP6G,8511,90988,21200057,VT-32-9622,PU,VTWIN
DP6G,58781,90988,WPS-850-08024,VT-32-9622,WPS,VTWIN
288126G,25783,59610,DS199117,VT-10-8131,PU,VTWIN
212150,25789,59446,DS199324,VT-10-2150,PU,VTWIN
200369,63961,90052,VT-19-3000,VT-31-9986,VTWIN,VTWIN
DP8G,8513,90990,21200059,VT-32-9624,PU,VTWIN
DP8G,58783,90990,WPS-850-08026,VT-32-9624,WPS,VTWIN
288126,25790,59608,DS199179,VT-10-8127,PU,VTWIN
5544,31106,33113,17411044,10103326,PU,PU
290344,25792,64129,DS199478,VT-20-0711,PU,VTWIN
271100,25793,61065,DS199735,VT-11-9877,PU,VTWIN
8030,53310,66613,WPS-56-8030,VT-25-0433,WPS,VTWIN
8030,8656,53310,WPS-56-8030,09250839,WPS,PU
8030,8656,66613,VT-25-0433,09250839,VTWIN,PU
JGI6709887,1651,84767,DS193631,VT-14-0944,PU,VTWIN
1761166B,1654,83425,DS193819,VT-11-0539,PU,VTWIN
104636A,3480,96517,DS194014,VT-10-0809,PU,VTWIN
NM334721602,11263,91010,21200334,VT-32-9693,PU,VTWIN
NM334721602,58893,91010,WPS-850-08317,VT-32-9693,WPS,VTWIN
2400658,3497,96676,DS194086,VT-10-8325,PU,VTWIN
2459940,3488,96351,DS194090,VT-10-0240,PU,VTWIN
18445,25846,65560,10102062,VT-23-2169,PU,VTWIN
18445,25846,71375,10102062,VT-32-8445,PU,VTWIN
18445,65560,71375,VT-23-2169,VT-32-8445,VTWIN,VTWIN
77416,61997,70435,VT-32-0976,VT-15-7416,VTWIN,VTWIN
MDRPINS,1252,90678,21200399,VT-32-6514,PU,VTWIN
MDRPINS,58793,90678,WPS-850-08038,VT-32-6514,WPS,VTWIN
310005,15880,58965,DS194301,VT-10-0005,PU,VTWIN
71132,25904,92751,DS189981,VT-37-1954,PU,VTWIN
18803,25933,72871,10100060,VT-34-0101,PU,VTWIN
A3511352,4455,83916,DS194327,VT-12-0931,PU,VTWIN
A3752385,3432,83639,DS194361,VT-12-0212,PU,VTWIN
320081,65192,78686,VT-23-0081,VT-46-0123,VTWIN,VTWIN
JGI12030,3677,84655,DS194418,VT-14-0609,PU,VTWIN
20303A,46078,66572,VT-25-0174,WPS-830-0313,VTWIN,WPS
NM334720802,11262,91008,21200332,VT-32-9691,PU,VTWIN
NM334720802,58889,91008,WPS-850-08313,VT-32-9691,WPS,VTWIN
JGI12018,9152,84652,DS194480,VT-14-0605,PU,VTWIN
18181,25950,71359,10102539,VT-32-8181,PU,VTWIN
T030101C,30136,91929,07050557,VT-35-9023,PU,VTWIN
A3157581,1736,90809,DS195147,VT-32-7769,PU,VTWIN
A3536593,24768,63295,DS195168,VT-17-9606,PU,VTWIN
64391,69293,95879,VT-30-4391,VT-52-2037,VTWIN,VTWIN
700002,25962,49428,11070663,WPS-70-7002,PU,WPS
NHD69200897,1272,90646,21200655,VT-32-5064,PU,VTWIN
288160,25759,59622,DS199182,VT-10-8151,PU,VTWIN
8821,45594,56804,WPS-60-1946,WPS-874-1241,WPS,WPS
8821,56804,89731,VT-31-0327,WPS-874-1241,VTWIN,WPS
77349,61978,78369,VT-44-0889,VT-15-7349,VTWIN,VTWIN
288137G,24799,59611,DS199247,VT-10-8132,PU,VTWIN
70260,25997,70914,21070300,VT-32-1924,PU,VTWIN
70260,25997,90224,21070300,VT-32-0424,PU,VTWIN
70260,70914,90224,VT-32-1924,VT-32-0424,VTWIN,VTWIN
120040,16675,33360,07060018,04120665,PU,PU
120040,33360,41799,07060018,WPS-820-50509,PU,WPS
120040,16675,41799,04120665,WPS-820-50509,PU,WPS
120040,16675,36804,04120665,WPS-12-0040,PU,WPS
120040,36804,41799,WPS-820-50509,WPS-12-0040,WPS,WPS
70250,26013,71070,21070200,VT-32-3102,PU,VTWIN
291146,25794,59240,DS199327,VT-10-1146,PU,VTWIN
207650,1790,86402,DS199413,VT-17-7650,PU,VTWIN
NHD7240607A,1555,51532,WPS-850-08214,21201211,WPS,PU
202330C,19353,60084,VT-11-1039,09260699,VTWIN,PU
77901,35026,92112,VT-36-0893,16010154,VTWIN,PU
18535,26074,71387,10100587,VT-32-8535,PU,VTWIN
370494,2465,70271,VT-32-0263,06160204,VTWIN,PU
T030078,14416,91911,07070013,VT-35-6106,PU,VTWIN
DBR1,28360,71289,21010323,VT-32-7787,PU,VTWIN
